PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Churn Category
-0.6873619600801752,-1.809871873348706,-1.9351035045224267,-2.247204903622461,4.727656747301026,0.6271631431435033,-0.33185860818770646,2.047591675023523,0.6320944807006983,-0.0823371162887167,Price
0.268094955559746,-3.019523651006472,-2.250515741113579,0.46161083923590285,-2.5470423130230104,-1.4630433869816508,-0.03303852595639549,0.5382831365252511,0.18321386916673568,1.4400214328233307,Service/Support
-2.066060576211394,1.5311963136950295,-0.037806544199536045,2.9173529683360773,-1.9267219696688465,1.66202908656805,-2.908225011623989,-1.954837736471567,1.6156991034350088,3.3024427740533846,Service/Support
-2.4455824532453514,-0.9699179581744104,-1.7745979640097889,-2.746379206020019,0.06512678409735968,-1.971268138970433,-2.102437465969647,0.7493121729379524,-0.752451923905759,-0.3197364832743511,Competitor
-6.121160058734943,2.388009795126533,-0.3770737037814177,-2.3176088320265253,-1.6795622048370809,2.8603657022652973,-0.44289151390103243,-1.3327591944294004,-1.3005156597651963,0.11206919780530433,Service/Support
4.383424781295717,-3.259669803908306,0.7873919196365171,1.716329940576978,1.208756943678965,-0.5297995440977601,0.7085280804018467,-1.1331954952448606,-1.0238361448008662,1.3883160750477743,Service/Support
-3.5264657409681748,1.1585348513036395,-0.3870857598775459,-1.305612194092481,2.684736963378458,5.701969498596238,-1.996109017935166,0.26717456048667804,0.46579656578821593,0.004804399010434158,Competitor
-1.401229632400283,0.022468272552213352,-0.44349893373595634,0.43016945734907186,-0.18510467432801528,3.7156357897076755,-2.9758991398420362,-1.5911835422065024,-3.2417408300788173,-0.7331282090700185,Service/Support
3.644747375628008,-3.380508513329767,6.3496474291909255,-4.094222466840989,0.22590544936865373,-0.5246609219395658,-0.4359376488865546,1.8601984304318968,0.16418709149868077,1.5014758585798038,Price
-5.268331773812184,1.6836196700155508,-0.5992557087016516,-1.791465117686358,-0.4688758718730819,1.9431682773579544,-1.8293320723569457,-0.19168954050761852,0.9660452616804021,0.43883635372469243,Price
-1.3781918984333048,0.9429468343325107,-1.145088568063847,-0.12058038279010898,-0.8429931424514227,-1.5551767268592303,-1.9887765860784796,-2.9587643449522445,0.26049045486512434,-3.4154853673014163,Service/Support
-4.371819332396346,1.1027942777811341,-0.9371505371485577,-1.33777062820929,1.9722418392675358,-3.109562209879577,-0.6767771302161107,1.0830649427748424,2.4390190429211964,3.8766469584485863,Service/Support
-2.4279003280786706,0.0572504646184936,-1.1991304114228039,-0.7612386621844492,-1.0157863800902767,-0.6660066168039447,-1.9368251485412642,-2.315407391169538,-2.4197280612643413,-0.7155950683513536,Price
-1.552752092440738,-1.0703610496369185,-1.6006186133615026,-0.6324256286900034,-1.677481847642341,-1.3201899988175654,0.5536598114388857,0.09587485904785081,1.106002790558905,-1.594925973200816,Price
-2.868189468624863,-1.1700788568905496,-2.064162712956515,-2.8197403756300616,0.32374914791872356,-1.4057935208107528,-0.5555091279942305,1.744574515035793,0.9491175421025952,1.21877087465626,Service/Support
-1.0387922754687808,-2.1627547062049377,-2.3953730901777823,-1.593103140097377,-0.49390911180927294,-2.0182755015901606,-0.432123844579392,0.748876545780086,1.276439169293557,1.0852564988481417,Service/Support
-5.949146357500053,3.414835034795785,0.5633009201417487,0.05515393060320187,1.5504503867694766,-1.955650338311298,2.393440910645745,-3.422146285972927,-1.6676545005023893,2.1737788672652223,Competitor
-4.440585636886116,0.6647586866198689,-1.1857740624672015,-1.914601966969106,-1.3312638128628067,0.9543471664706783,1.312129337580304,1.8243710549873633,0.1796501612192749,0.34389369111126233,Service/Support
-6.475133877252238,7.308246376919393,5.327089070728633,3.700299725978955,-0.7988477081134683,-1.5026587383889984,0.36366372047498574,0.9363124512124896,-0.16960982477671271,-0.5743241832884406,Competitor
6.260887030218703,-3.5633324007389438,6.678676526814099,-1.5163852471992099,-0.4422103803629285,-1.0193731004195976,0.5114326725076671,-0.19930523591530977,1.7059135697640804,-1.4726505742777434,Other
9.492158250563227,7.1652502450958515,-3.4686354740588774,-2.503245357408493,-1.1433108775146503,0.583089526676274,-0.490031969768715,1.4073054364914006,-1.1244193105328015,1.6372604584244688,Competitor
-6.045973826687785,3.1262208383628,0.30399356498247393,0.14040153918707085,-3.2797561213804673,-0.2828955061679085,0.5340371640155834,5.012375433012849,0.15831074910808277,-3.564228211840015,Service/Support
-5.2849984381186506,1.519339053425717,-0.8280082098731635,-2.454396922619697,-0.5481085636690384,2.7624902221413605,-2.000632355893299,-1.4317257440238735,0.8165684216716369,1.2820134280505047,Service/Support
-6.578032122804834,4.730037429968981,1.3717497169473822,1.8003058763553823,0.35221936312810065,-1.1403084495040132,0.8157554130672313,3.6215929098290496,0.7769424799865382,3.106923629984566,Competitor
0.965043913795938,-2.5266316425478403,-2.18467302347948,0.730826987633602,-1.8074061611518746,-1.0183185003927193,-0.547727648903215,-0.05689019450884984,0.43051022787129434,0.7019637361882367,Service/Support
-4.44572764444685,2.0242180527741676,-0.013921190276869565,-0.7902917283058015,1.6130790382064129,-1.7200225098118616,-1.7754418749440093,-2.6345061411853354,-0.7926137141902707,1.350941305638699,Price
-1.1478104837477605,-2.3475214389520342,-2.0944371918556204,-2.2915969801800387,-0.6008902605571471,-1.3707015644098592,-0.18680348401385394,0.4253283478661325,0.306878778300312,0.7067149110330541,Service/Support
2.332464575017179,-0.5643570342657729,2.5751702175399322,3.861782599709284,-0.87866626883414,1.7532532542431298,-1.7334291397783193,3.1500651404830817,-0.5698481074415183,0.6278640894106671,Competitor
-2.680496114873762,-0.7112132423468024,-1.9449053597142139,-2.6469724448807654,-0.19843725540430632,-1.8968377451959004,1.1591849064873263,0.0422295174674342,0.7018902119478445,-2.7407614666140656,Competitor
1.3518732784302685,0.8184352574376622,8.600380728846407,-2.3869360083373596,1.6474192555739327,-3.07128650081464,-2.7782467306898893,1.645242800336076,1.1063050123693787,-1.5348764640127832,Service/Support
3.015157200957744,-1.9413628995889929,1.6830108880973464,3.1454321673758314,2.3857714783076522,-0.875800490046887,-1.0841701268842792,-0.8641279846688045,1.2525100213823217,5.143372765743886,Competitor
0.3372274042974448,-3.0780428257096633,-2.395452244110709,-0.4405064349792973,-2.59446252783513,-1.209089898240136,1.1069092945349293,-0.4724599341554116,-1.0399160337225113,1.5029195384819416,Service/Support
4.401284248846434,-3.303463231092482,0.8919438226461455,1.6938995474455978,0.6056124143196264,-0.8539972192320264,-2.0732031334243732,-0.7238295143492895,-2.5023190803532915,0.9101130360195466,Service/Support
-2.179175206049519,0.11741574560635053,-0.6604833521520448,1.9962011463805291,-1.5201875790150876,-0.6762314787109831,-1.551560727974991,-3.115214259474498,-1.342757956046751,3.131244556278965,Service/Support
-5.229636126615189,4.759638420016743,2.5146675853008813,1.5239692883506517,3.5028150399907236,2.5047691386361506,2.5051703594501813,-2.0685175740005364,0.8531461827710003,0.8913324789549749,Other
0.022404384803864516,2.453205951631237,9.255715638947017,-1.3786234544084013,3.3538097438082373,-1.409111487427342,-4.318839698487308,0.2569528096981244,1.0107881880580325,-0.2228848803170707,Competitor
-0.6769320010391284,-1.5471041468735949,-0.9415889793839375,0.8521130284067975,-4.096904424273267,2.117845563465442,1.0767806741869508,0.5335788778139627,0.006503096759214709,2.6586806619002052,Competitor
0.39767175523253445,-2.8863727155787116,-2.3214252097261534,-1.0210851438161084,2.044710940289956,1.4243874733874557,0.4233001158162613,2.0556899139443,-0.5526834077985047,0.24429056138726524,Competitor
-4.034416025539735,0.39491706160023243,-1.3108181341118164,-2.2861750211318808,-0.5890670160929685,1.282010569794669,-0.07267121224594232,2.0409752246456763,1.6024777311274319,1.5319336999871582,Service/Support
2.3327719503660465,-3.705153220123432,-2.3682295323921174,0.9018806191100769,0.9058152435004855,0.9429282070221696,0.3882455300935759,0.44087177724361715,-0.18453064515486972,0.651583024104865,Competitor
-5.168563751288812,3.3608392213236664,1.0394538209327646,0.8350593512541137,-1.0256988335039918,0.6843344458918519,-4.316727532658402,2.2407070636722493,1.1136357847125822,-2.9278656647900214,Price
-2.6842384332057443,-1.4827896677355619,-2.35938099595676,-3.9973672454075593,0.4854740408699084,-1.9875713972648652,-0.07908988114785816,0.8914085776934088,0.5443984164744515,0.8522333120664575,Service/Support
-2.5761907433468054,-0.346210820323823,-1.4091070707759288,-1.5041152148699715,-0.9397850492713709,-0.7446460198943445,-2.1958674720720874,-1.858565836557901,-2.095162871353129,-1.4481965304355715,Service/Support
0.965187376199467,-1.436902164759168,-1.156523681977363,2.255288647661558,0.27850584008997326,2.2009876617894837,-0.016030725139881533,-3.4720872735505717,-1.5004043989406042,-3.767660459273201,Competitor
-5.846064707118715,4.723842727961485,1.2342187795876125,1.9114979601289461,-1.2376404086123856,-0.7234902215728513,2.9022487079832233,4.0529151308934495,0.5569336857630119,-3.825940692857605,Service/Support
-1.69742244773835,2.7841513819763173,2.928307763405886,0.9670976442726863,2.7444840119081806,-4.216237813884855,1.8807812579949954,-0.8199104432630037,2.956231861581402,1.4755438698886083,Other
8.641846409891453,9.477748480511234,-1.6931716997318398,-0.40269288897714556,0.08107053418007029,-0.29349861367074176,3.4525763837297556,0.14215252260368663,-1.440213267133352,-0.2098720473755007,Competitor
-0.4437017794996046,-1.415967885340033,-1.6956875545225403,-1.4794905241744756,3.60491073262242,0.0639274180176471,-0.45889038596599263,1.2721547648311808,0.4847958529375663,-0.48872705814866774,Competitor
2.44437414462279,-1.6429387377626428,6.796316597132076,-3.972025874136917,0.1751212804110162,0.8395824913853015,-0.915482105635927,-1.9635704867559567,-1.4306696899840123,1.1167970360168178,Competitor
