PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Churn Label
-2.210731036944745,5.390343445560591,-0.14135565833960118,-0.6903082977629674,1.9012049092744472,-0.8733194063939577,-0.8358802986624432,-0.5226664293283168,1.2056458984417242,-0.6029544817471467,No
-1.2691040206065964,-4.451581464297801,-0.05965978126107736,-0.17255701816300784,-0.09740345970522175,1.6446570658017725,2.3913040427003827,1.8621995574631305,-0.650135931714818,-0.031698042111830985,Yes
6.034473340152783,0.10651908047469166,-0.9120493747442496,1.3070525935210033,-1.3116640658529521,-2.234957167080317,-0.5469230910204455,-0.936196095506962,-0.5510824406667104,0.685856042227377,No
-0.7889716992886884,2.725769319416334,1.03419404693782,-1.4721727466703987,1.1614005057322825,-1.6651428923605227,-1.2240144146926784,4.448583191655034,1.8159119284310554,-1.8896449665874822,No
-1.8693234217961543,3.475908733945601,5.233919154157969,2.2666682374251352,2.4474626838586095,-1.2482680656263114,-3.063761002945657,-1.0320788158319223,-2.3670776795688164,2.7397489814869016,No
-1.5605597313278676,1.706797185931686,-0.5780125731020913,0.18785692492399664,-2.8248555987236164,1.7029473391296204,0.5664719911640576,1.388220671361468,1.1133572198419361,1.6896208701644941,No
6.491241456791869,1.1335230613443352,-0.20200355782169263,-0.7298228191336309,1.7955535546978723,1.2813490368260059,-0.23241080355535812,0.6866755065558431,0.9386783984065067,0.9176451598272145,No
5.7573845494359,-0.9260530566815878,-1.289273350572386,-0.3421114330115586,2.7867829725370723,0.9363804442202467,-1.5619530798724275,-0.8512750830168048,-0.8788761755843635,0.4725164920447977,No
6.208214016290958,0.23361727037181335,-0.45066540484373113,2.0384366014677697,-0.8796286955383413,1.6377711040178184,-0.6554976007264292,-2.4129951007184123,-1.4715025529986427,-0.21552175791156988,No
-1.0503991724345136,-2.7701733783264815,0.5681878126981309,-0.9457829097196981,0.24313085236182422,-1.8298487023113332,-1.2403960206491356,3.3618580351011422,1.4198726877800634,-0.22819849344270862,Yes
-1.525730272876388,0.5842018230440886,-0.877086693886366,-0.2676388606814073,-1.7975141149666294,2.190279914495706,0.10643573384545779,2.431831129688328,-0.181608508069481,0.8776348315872602,No
-1.6159757711312883,2.764845446384711,0.40950308084320036,-2.1250949197290687,-0.7475100382440422,-1.2535862284646948,0.6010385768726847,-1.3588975723166568,0.6816029570277767,-1.3635561947839352,No
6.147694396646199,-1.0832085158505504,-0.8651566962103653,0.9948283782982688,-1.5691151868323352,-0.7600790034800817,-0.9754536123858171,-0.9706830626306993,-1.8757206923586023,1.3152349777982957,No
6.8369926409545805,0.9575862486765581,-0.3943389371617473,0.20998105940847678,0.483556838545693,0.7868170509132332,0.4119221791980817,0.9192935892992274,-0.24001396393508725,-0.825414720999699,No
-0.10497044327153912,-2.645170377485821,1.648263865592733,-3.657193799111385,1.6630489787897043,-1.4123122116184164,-0.22987665694917234,1.292346754544602,-0.009600292933128751,0.10830705362505424,No
-1.6308518635009825,4.457917833374348,-0.22404588398598796,0.4827592476964075,-2.745222927358573,-1.2009718830912426,-0.2060515210700302,0.9485829392216653,2.1013555200296206,0.4067195675339962,No
-2.4100141956291727,0.8371636258723648,-1.7794782578366948,-0.293820734051078,0.3057709496406382,-1.3962220157022454,-1.043759213021741,-1.4983382807832226,1.4041099842217077,-1.2186658800946533,No
-1.4706959095243883,0.8257682732320671,4.97408962389813,3.8085777283632356,-0.24000058361560772,-1.3182476268202716,-1.2773419213153459,1.7795884486022158,1.2004175881298516,-0.07974671611291169,No
-2.760601244392418,4.6737617022584175,-0.9055858490455634,1.3713922514002397,-2.173507295294467,1.5548947636191404,-1.1538797822900493,-1.831437647100483,1.4436491484650074,-0.1068584662155597,No
-0.8304816344731789,-0.4628947666124668,6.910037936422876,1.989229540358419,-1.7423209411292007,1.4674610195867452,-1.5744760164387432,2.926598690606775,-0.23026006329838716,-0.28758178600187656,No
-0.4201405275811413,-1.1495754539863667,2.01342768368096,-3.273715308154897,1.715153617276591,2.0969554074908814,-0.3667591962155903,-1.97066618192616,-2.0282439255559948,-0.06269114886302235,No
-0.9027003000254111,1.3575760234837648,1.613600081114707,-2.371878108389686,-0.39838912331172577,1.3321696885923042,3.245837048436105,0.7054737715898833,-0.26427184223589145,2.3648348608195233,No
-0.8632730006001883,-4.411442621053912,0.6944938963535218,-1.1588741530884394,-0.3334873531283764,1.60536653812678,-0.06330203506334765,0.6216087926299452,0.11482989111265722,-0.08601655630632733,Yes
-2.049072264327792,3.111116964962483,-0.7354283095802548,-1.910344061570995,1.4969008938095516,-1.2442101365895464,-2.5281844605635846,-0.5184952142466561,-0.3326080908235483,-1.8722731737854301,No
-1.144759514309193,-3.9270258333942127,0.5452534434906517,-1.4851771319529867,-1.3950246704447715,1.7634335395310348,-0.5623421843850765,-1.58069878902216,-1.7041176043956185,-1.3478587160833448,Yes
-1.5959578950923607,0.7150829394697654,-0.7645841368543007,-1.6212997403309752,2.33785165750862,1.5797936844431704,-2.2380030542074145,0.8278828842801493,-1.3725442948859587,1.8726226940865829,No
-1.304433055973708,1.4006683065954346,5.341742315284844,2.707934639643429,0.6266764361676807,1.6883133216248298,-0.5847619810942656,2.7595613427827033,-0.20319025399968074,0.503816985637806,No
